,cytokine,cell,source
1198,IFNB1,T cell,cell-cytokine
1199,IFNB1,monocyte,cell-cytokine
1200,IFNB1,B cell,cell-cytokine
1201,IFNB1,natural killer cell,cell-cytokine
1202,IFNB1,leukocyte,cell-cytokine
1203,IFNB1,"CD4-positive, alpha-beta T cell",cell-cytokine
1204,IFNB1,T-helper 17 cell,cell-cytokine
1205,IFNB1,lymphocyte,cell-cytokine
1206,IFNB1,neutrophil,cell-cytokine
1207,IFNB1,astrocyte,cell-cytokine
1208,IFNB1,T-helper 1 cell,cell-cytokine
1209,IFNB1,glial cell,cell-cytokine
1210,IFNB1,inflammatory macrophage,cell-cytokine
1211,IFNB1,neuron,cell-cytokine
1212,IFNB1,endothelial cell,cell-cytokine
1213,IFNB1,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
1214,IFNB1,dendritic cell,cell-cytokine
1215,IFNB1,endothelial cell of lymphatic vessel,cell-cytokine
1216,IFNB1,osteoclast,cell-cytokine
1217,IFNB1,epithelial cell,cell-cytokine
1218,IFNB1,peritoneal macrophage,cell-cytokine
1219,IFNB1,melanocyte,cell-cytokine
1220,IFNB1,basal cell,cell-cytokine
1221,IFNB1,"CD8-positive, alpha-beta T cell",cell-cytokine
1222,IFNB1,epithelial cell of thymus,cell-cytokine
1223,IFNB1,plasmacytoid dendritic cell,cell-cytokine
1224,IFNB1,microglial cell,cell-cytokine
1225,IFNB1,regulatory B cell,cell-cytokine
1226,IFNB1,cytotoxic T cell,cell-cytokine
1227,IFNB1,mature microglial cell,cell-cytokine
1228,IFNB1,natural T-regulatory cell,cell-cytokine
1229,IFNB1,myoblast,cell-cytokine
1230,IFNB1,glomerular visceral epithelial cell,cell-cytokine
1231,IFNB1,respiratory epithelial cell,cell-cytokine
1232,IFNB1,smooth muscle cell,cell-cytokine
1233,IFNB1,dopaminergic neuron,cell-cytokine
1234,IFNA6,"CD8-positive, alpha-beta T cell",cell-cytokine
1235,IFNG,T cell,cell-cytokine
1236,IFNG,"CD8-positive, alpha-beta T cell",cell-cytokine
1237,IFNG,natural killer cell,cell-cytokine
1238,IFNG,"CD4-positive, alpha-beta T cell",cell-cytokine
1239,IFNG,macrophage,cell-cytokine
1240,IFNG,lymphocyte,cell-cytokine
1241,IFNG,T-helper 1 cell,cell-cytokine
1242,IFNG,monocyte,cell-cytokine
1243,IFNG,leukocyte,cell-cytokine
1244,IFNG,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
1245,IFNG,B cell,cell-cytokine
1246,IFNG,keratinocyte,cell-cytokine
1247,IFNG,neutrophil,cell-cytokine
1248,IFNG,fibroblast,cell-cytokine
1249,IFNG,dendritic cell,cell-cytokine
1250,IFNG,peritoneal macrophage,cell-cytokine
1251,IFNG,endothelial cell,cell-cytokine
1252,IFNG,eosinophil,cell-cytokine
1253,IFNG,cytotoxic T cell,cell-cytokine
1254,IFNG,microglial cell,cell-cytokine
1255,IFNG,hepatocyte,cell-cytokine
1256,IFNG,memory T cell,cell-cytokine
1257,IFNG,neuron,cell-cytokine
1258,IFNG,gamma-delta T cell,cell-cytokine
1259,IFNG,epithelial cell,cell-cytokine
1260,IFNG,mature NK T cell,cell-cytokine
1261,IFNG,T-helper 2 cell,cell-cytokine
1262,IFNG,effector T cell,cell-cytokine
1263,IFNG,mast cell,cell-cytokine
1264,IFNG,Tc1 cell,cell-cytokine
1265,IFNG,astrocyte,cell-cytokine
1266,IFNG,mononuclear phagocyte,cell-cytokine
1267,IFNG,"CD8-positive, alpha-beta cytotoxic T cell",cell-cytokine
1268,IFNG,helper T cell,cell-cytokine
1269,IFNG,alveolar macrophage,cell-cytokine
1270,IFNG,"CD8-positive, alpha-beta memory T cell",cell-cytokine
1271,IFNG,inflammatory macrophage,cell-cytokine
1272,IFNG,hematopoietic stem cell,cell-cytokine
1273,IFNG,cardiac muscle cell,cell-cytokine
1274,IFNG,oligodendrocyte,cell-cytokine
1275,IFNG,T-helper 17 cell,cell-cytokine
1276,IFNG,osteoclast,cell-cytokine
1277,IFNG,"CD4-positive, alpha-beta intraepithelial T cell",cell-cytokine
1278,IFNG,mature natural killer cell,cell-cytokine
1279,IFNG,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",cell-cytokine
1280,IFNG,thymocyte,cell-cytokine
1281,IFNG,mesenchymal cell,cell-cytokine
1282,IFNG,erythrocyte,cell-cytokine
1283,IFNG,megakaryocyte,cell-cytokine
1284,IFNG,platelet,cell-cytokine
1285,IFNG,granulocyte monocyte progenitor cell,cell-cytokine
1286,IFNG,granulocyte,cell-cytokine
1287,IFNG,erythroid progenitor cell,cell-cytokine
1288,IFNG,Kupffer cell,cell-cytokine
1289,IFNG,mature neutrophil,cell-cytokine
1290,IFNG,enterocyte,cell-cytokine
1291,IFNG,stem cell,cell-cytokine
1292,IFNG,endothelial cell of vascular tree,cell-cytokine
1293,IFNG,intestinal epithelial cell,cell-cytokine
1294,IFNG,trophoblast cell,cell-cytokine
1295,IFNG,chondrocyte,cell-cytokine
1296,IFNG,naive T cell,cell-cytokine
1297,IFNG,myeloid dendritic cell,cell-cytokine
1298,IFNG,CD4-positive helper T cell,cell-cytokine
1299,IFNG,myoblast,cell-cytokine
1300,IFNG,mesangial cell,cell-cytokine
1301,IFNG,respiratory epithelial cell,cell-cytokine
1302,IFNG,smooth muscle cell,cell-cytokine
1303,IFNG,type B pancreatic cell,cell-cytokine
1304,IFNG,professional antigen presenting cell,cell-cytokine
1305,IFNG,bronchial epithelial cell,cell-cytokine
1306,IFNG,intraepithelial lymphocyte,cell-cytokine
1307,IFNG,keratocyte,cell-cytokine
1308,IFNG,multinucleated giant cell,cell-cytokine
1309,IFNG,muscle cell,cell-cytokine
1310,IFNG,goblet cell,cell-cytokine
1311,IFNG,conventional dendritic cell,cell-cytokine
1312,IFNG,PP cell,cell-cytokine
1313,IFNG,stromal cell,cell-cytokine
1314,IFNG,dendritic epidermal T cell,cell-cytokine
1315,IFNG,Leydig cell,cell-cytokine
1316,IFNG,mucus secreting cell,cell-cytokine
1317,IFNG,neuronal stem cell,cell-cytokine
1318,IFNG,mature astrocyte,cell-cytokine
1319,IFNG,lung endothelial cell,cell-cytokine
1320,IFNG,follicular dendritic cell,cell-cytokine
1321,IFNG,myeloid cell,cell-cytokine
1322,IFNG,lens epithelial cell,cell-cytokine
1323,IFNG,epidermal cell,cell-cytokine
1324,IFNG,germinal center B cell,cell-cytokine
1325,IFNG,Langerhans cell,cell-cytokine
1326,IFNG,bladder cell,cell-cytokine
1327,IFNG,fat cell,cell-cytokine
1328,IFNG,reticulocyte,cell-cytokine
1329,IFNG,dopaminergic neuron,cell-cytokine
1330,IFNG,"CD8-positive, alpha-beta thymocyte",cell-cytokine
1331,IFNG,melanocyte,cell-cytokine
1332,IFNG,epithelial cell of lung,cell-cytokine
1333,IFNG,decidual natural killer cell,cell-cytokine
1334,IFNG,interstitial cell of Cajal,cell-cytokine
1335,IFNG,endothelial cell of lymphatic vessel,cell-cytokine
1336,IFNG,bone marrow macrophage,cell-cytokine
1337,IFNG,embryonic stem cell,cell-cytokine
1338,IFNG,retinal pigment epithelial cell,cell-cytokine
1339,IFNG,alternatively activated macrophage,cell-cytokine
1340,IFNG,cholangiocyte,cell-cytokine
1341,IFNG,sensory neuron,cell-cytokine
1342,IFNG,osteoblast,cell-cytokine
1343,IFNG,Clara cell,cell-cytokine
1344,IFNG,regulatory T cell,cell-cytokine
1345,IFNG,stellate cell,cell-cytokine
1346,IFNG,immature B cell,cell-cytokine
1347,IFNG,T-helper 9 cell,cell-cytokine
1348,IFNG,skin fibroblast,cell-cytokine
1349,IFNG,oncocyte,cell-cytokine
1350,IFNG,vascular associated smooth muscle cell,cell-cytokine
1351,IFNG,pericyte cell,cell-cytokine
1352,IFNG,germ cell,cell-cytokine
1353,IFNG,lining cell,cell-cytokine
1354,IFNG,adipose macrophage,cell-cytokine
1355,IFNG,Be cell,cell-cytokine
1356,IFNG,"CD8-positive, alpha-beta regulatory T cell",cell-cytokine
1357,IL1A,keratinocyte,cell-cytokine
1358,IL1A,macrophage,cell-cytokine
1359,IL1A,monocyte,cell-cytokine
1360,IL1A,fibroblast,cell-cytokine
1361,IL1A,osteoclast,cell-cytokine
1362,IL1A,endothelial cell,cell-cytokine
1363,IL1A,neutrophil,cell-cytokine
1364,IL1A,epithelial cell,cell-cytokine
1365,IL1A,T cell,cell-cytokine
1366,IL1A,hepatocyte,cell-cytokine
1367,IL1A,Sertoli cell,cell-cytokine
1368,IL1A,platelet,cell-cytokine
1369,IL1A,chondrocyte,cell-cytokine
1370,IL1A,B cell,cell-cytokine
1371,IL1A,stem cell,cell-cytokine
1372,IL1A,endothelial cell of vascular tree,cell-cytokine
1373,IL1A,leukocyte,cell-cytokine
1374,IL1A,stromal cell,cell-cytokine
1375,IL1A,vascular associated smooth muscle cell,cell-cytokine
1376,IL1A,cytotoxic T cell,cell-cytokine
1377,IL1A,natural killer cell,cell-cytokine
1378,IL1A,acinar cell,cell-cytokine
1379,IL1A,dopaminergic neuron,cell-cytokine
1380,IL1A,lymphocyte,cell-cytokine
1381,IL1A,"CD4-positive, alpha-beta T cell",cell-cytokine
1382,IL1A,precursor B cell,cell-cytokine
1383,IL1A,preadipocyte,cell-cytokine
1384,IL1A,astrocyte,cell-cytokine
1385,IL1A,hair follicle melanocyte,cell-cytokine
1386,IL1A,stellate cell,cell-cytokine
1387,IL1A,marrow fibroblast,cell-cytokine
1388,IL1A,mast cell,cell-cytokine
1389,IL1A,endothelial cell of lymphatic vessel,cell-cytokine
1390,IL1A,Kupffer cell,cell-cytokine
1391,IL1A,T-helper 1 cell,cell-cytokine
1392,IL1A,helper T cell,cell-cytokine
1393,IL1A,mesenchymal cell,cell-cytokine
1394,HGF,epithelial cell,cell-cytokine
1395,HGF,endothelial cell,cell-cytokine
1396,HGF,mesenchymal cell,cell-cytokine
1397,HGF,fibroblast,cell-cytokine
1398,HGF,intestinal epithelial cell,cell-cytokine
1399,HGF,stem cell,cell-cytokine
1400,HGF,stromal cell,cell-cytokine
1401,HGF,endothelial cell of vascular tree,cell-cytokine
1402,HGF,melanocyte,cell-cytokine
1403,HGF,type B pancreatic cell,cell-cytokine
1404,HGF,neuron,cell-cytokine
1405,HGF,neutrophil,cell-cytokine
1406,HGF,macrophage,cell-cytokine
1407,HGF,enteric neuron,cell-cytokine
1408,HGF,dendritic cell,cell-cytokine
1409,HGF,myofibroblast cell,cell-cytokine
1410,HGF,kidney cell,cell-cytokine
1411,HGF,osteoblast,cell-cytokine
1412,HGF,myoblast,cell-cytokine
1413,HGF,glomerular visceral epithelial cell,cell-cytokine
1414,HGF,adult endothelial progenitor cell,cell-cytokine
1415,HGF,zygote,cell-cytokine
1416,HGF,trichogen cell,cell-cytokine
1417,HGF,motor neuron,cell-cytokine
1418,HGF,glomerular cell,cell-cytokine
1419,HGF,smooth muscle myoblast,cell-cytokine
1420,HGF,vascular associated smooth muscle cell,cell-cytokine
1421,HGF,leukocyte,cell-cytokine
1422,HGF,muscle cell,cell-cytokine
1423,HGF,osteoclast,cell-cytokine
1424,HGF,mesangial cell,cell-cytokine
1425,HGF,hepatic stellate cell,cell-cytokine
1426,HGF,bronchial epithelial cell,cell-cytokine
1427,HGF,monocyte,cell-cytokine
1428,HGF,keratinocyte,cell-cytokine
1429,HGF,myeloid cell,cell-cytokine
1430,HGF,enterocyte,cell-cytokine
1431,HGF,cerebellar neuron,cell-cytokine
1432,FGF2,endothelial cell,cell-cytokine
1433,FGF2,neuron,cell-cytokine
1434,FGF2,fibroblast,cell-cytokine
1435,FGF2,osteoblast,cell-cytokine
1436,FGF2,melanocyte,cell-cytokine
1437,FGF2,astrocyte,cell-cytokine
1438,FGF2,stromal cell,cell-cytokine
1439,FGF2,smooth muscle cell,cell-cytokine
1440,FGF2,mesenchymal cell,cell-cytokine
1441,FGF2,myoblast,cell-cytokine
1442,FGF2,platelet,cell-cytokine
1443,FGF2,stem cell,cell-cytokine
1444,FGF2,chondrocyte,cell-cytokine
1445,FGF2,mast cell,cell-cytokine
1446,FGF2,endothelial cell of vascular tree,cell-cytokine
1447,FGF2,glial cell,cell-cytokine
1448,FGF2,oligodendrocyte,cell-cytokine
1449,FGF2,aortic endothelial cell,cell-cytokine
1450,FGF2,keratinocyte,cell-cytokine
1451,FGF2,osteoclast,cell-cytokine
1452,FGF2,vascular associated smooth muscle cell,cell-cytokine
1453,FGF2,synovial cell,cell-cytokine
1454,FGF2,germ cell,cell-cytokine
1455,FGF2,neuroblast (sensu Nematoda and Protostomia),cell-cytokine
1456,FGF2,hepatocyte,cell-cytokine
1457,FGF2,corneal endothelial cell,cell-cytokine
1458,FGF2,oocyte,cell-cytokine
1459,FGF2,macrophage,cell-cytokine
1460,FGF2,neuronal stem cell,cell-cytokine
1461,FGF2,cardiac muscle cell,cell-cytokine
1462,FGF2,hippocampal neuron,cell-cytokine
1463,FGF2,preadipocyte,cell-cytokine
1464,FGF2,leukocyte,cell-cytokine
1465,FGF2,articular chondrocyte,cell-cytokine
1466,FGF2,epithelial cell,cell-cytokine
1467,FGF2,endothelial cell of lymphatic vessel,cell-cytokine
1468,FGF2,multi fate stem cell,cell-cytokine
1469,FGF2,acinar cell,cell-cytokine
1470,FGF2,microglial cell,cell-cytokine
1471,FGF2,muscle cell,cell-cytokine
1472,FGF2,vein endothelial cell,cell-cytokine
1473,FGF2,fat cell,cell-cytokine
1474,FGF2,hemangioblast,cell-cytokine
1475,FGF2,lymphocyte,cell-cytokine
1476,FGF2,adult endothelial progenitor cell,cell-cytokine
1477,FGF2,embryonic stem cell,cell-cytokine
1478,FGF2,capillary endothelial cell,cell-cytokine
1479,FGF2,cementoblast,cell-cytokine
1480,FGF2,motor neuron,cell-cytokine
1481,FGF2,dopaminergic neuron,cell-cytokine
1482,FGF2,smooth muscle myoblast,cell-cytokine
1483,FGF2,osteocyte,cell-cytokine
1484,FGF2,bone marrow cell,cell-cytokine
1485,FGF2,myelinating Schwann cell,cell-cytokine
1486,FGF2,preosteoblast,cell-cytokine
1487,FGF2,melanoblast,cell-cytokine
1488,FGF2,crystallin accumulating cell,cell-cytokine
1489,FGF2,ependymal cell,cell-cytokine
1490,FGF2,hepatic stellate cell,cell-cytokine
1491,FGF2,granulosa cell,cell-cytokine
1492,FGF2,"CD8-positive, alpha-beta T cell",cell-cytokine
1493,FGF2,neuron of cerebral cortex,cell-cytokine
1494,FGF2,skin fibroblast,cell-cytokine
1495,FGF2,Sertoli cell,cell-cytokine
1496,FGF2,oligodendrocyte precursor cell,cell-cytokine
1497,FGF2,neural cell,cell-cytokine
1498,FGF2,anterior cell,cell-cytokine
1499,FGF2,trichogen cell,cell-cytokine
1500,FGF2,cortical cell of adrenal gland,cell-cytokine
1501,FGF2,endodermal cell,cell-cytokine
1502,FGF2,mammotroph,cell-cytokine
1503,FGF2,lens epithelial cell,cell-cytokine
1504,FGF2,kidney cell,cell-cytokine
1505,FGF2,sensory hair cell,cell-cytokine
1506,FGF2,trophoblast cell,cell-cytokine
1507,FGF2,erythrocyte,cell-cytokine
1508,FGF2,dental pulp cell,cell-cytokine
1509,FGF2,blood cell,cell-cytokine
1510,FGF2,odontoblast,cell-cytokine
1511,FGF2,pluripotent stem cell,cell-cytokine
1512,FGF1,neuron,cell-cytokine
1513,FGF1,endothelial cell,cell-cytokine
1514,FGF1,fibroblast,cell-cytokine
1515,FGF1,astrocyte,cell-cytokine
1516,FGF1,hepatocyte,cell-cytokine
1517,FGF1,ependymal cell,cell-cytokine
1518,FGF1,macrophage,cell-cytokine
1519,FGF1,preadipocyte,cell-cytokine
1520,FGF1,hematopoietic stem cell,cell-cytokine
1521,FGF1,neutrophil,cell-cytokine
1522,FGF1,lens epithelial cell,cell-cytokine
1523,FGF1,adult endothelial progenitor cell,cell-cytokine
1524,FGF1,T cell,cell-cytokine
1525,FGF1,osteoblast,cell-cytokine
1526,FGF1,cardiac muscle cell,cell-cytokine
1527,FGF1,mammary epithelial cell,cell-cytokine
1528,FGF1,chondrocyte,cell-cytokine
1529,FGF1,amacrine cell,cell-cytokine
1530,FGF1,microglial cell,cell-cytokine
1531,FGF1,fibroblast of outer membrane of prostatic capsule,cell-cytokine
1532,IFNK,keratinocyte,cell-cytokine
1533,IL12A,T cell,cell-cytokine
1534,IL12A,B cell,cell-cytokine
1535,IFNL1,mast cell,cell-cytokine
1536,IFNL1,macrophage,cell-cytokine
1537,IFNL1,hepatocyte,cell-cytokine
1538,IFNL2,T cell,cell-cytokine
1539,IFNL2,neutrophil,cell-cytokine
1540,IFNL2,eosinophil,cell-cytokine
1541,IFNL2,natural killer cell,cell-cytokine
1542,IFNA2,leukocyte,cell-cytokine
1543,IFNA2,T cell,cell-cytokine
1544,IL19,macrophage,cell-cytokine
1545,IL19,alternatively activated macrophage,cell-cytokine
1546,IL19,keratinocyte,cell-cytokine
1547,IL19,leukocyte,cell-cytokine
1548,IL19,mature microglial cell,cell-cytokine
1549,IL17B,fibroblast,cell-cytokine
1550,IL17B,neutrophil,cell-cytokine
1551,IL9,T-helper 9 cell,cell-cytokine
1552,IL9,T cell,cell-cytokine
1553,IL9,T-helper 2 cell,cell-cytokine
1554,IL9,mast cell,cell-cytokine
1555,IL9,eosinophil,cell-cytokine
1556,IL9,B cell,cell-cytokine
1557,IL9,leukocyte,cell-cytokine
1558,IL9,T-helper 17 cell,cell-cytokine
1559,IL9,keratinocyte,cell-cytokine
1560,IL9,epithelial cell,cell-cytokine
1561,IL9,goblet cell,cell-cytokine
1562,IL9,"CD4-positive, alpha-beta T cell",cell-cytokine
1563,IL9,B-1 B cell,cell-cytokine
1564,IL9,Tc1 cell,cell-cytokine
1565,IL9,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
1566,IL9,neutrophil,cell-cytokine
1567,THPO,platelet,cell-cytokine
1568,THPO,megakaryocyte,cell-cytokine
1569,THPO,megakaryocyte-erythroid progenitor cell,cell-cytokine
1570,THPO,mesenchymal cell,cell-cytokine
1571,THPO,stem cell,cell-cytokine
1572,THPO,hematopoietic stem cell,cell-cytokine
1573,THPO,neuron,cell-cytokine
1574,THPO,cardiac muscle cell,cell-cytokine
1575,THPO,blood cell,cell-cytokine
1576,THPO,plasma cell,cell-cytokine
1577,THPO,mast cell,cell-cytokine
1578,THPO,hematopoietic multipotent progenitor cell,cell-cytokine
1579,TNFSF11,osteoclast,cell-cytokine
1580,TNFSF11,osteoblast,cell-cytokine
1581,TNFSF11,osteocyte,cell-cytokine
1582,TNFSF11,hypertrophic chondrocyte,cell-cytokine
1583,TNFSF8,neutrophil,cell-cytokine
1584,TNFSF8,B cell,cell-cytokine
1585,TNFSF8,"CD4-positive, alpha-beta T cell",cell-cytokine
1586,TNFSF8,mast cell,cell-cytokine
1587,TNFSF8,eosinophil,cell-cytokine
1588,TNFSF9,T cell,cell-cytokine
1589,TNFSF9,"CD8-positive, alpha-beta T cell",cell-cytokine
1590,TNFSF9,"CD4-positive, alpha-beta T cell",cell-cytokine
1591,TNFSF9,monocyte,cell-cytokine
1592,TNFSF9,natural killer cell,cell-cytokine
1593,TNFSF9,B cell,cell-cytokine
1594,TNFSF9,professional antigen presenting cell,cell-cytokine
1595,TNFSF9,osteoclast,cell-cytokine
1596,TNFSF9,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
1597,TNFSF9,myeloid cell,cell-cytokine
1598,TNFSF9,memory T cell,cell-cytokine
1599,TNFSF9,leukocyte,cell-cytokine
1600,TNFSF9,macrophage,cell-cytokine
1601,TNFSF9,peritoneal macrophage,cell-cytokine
1602,TNFSF9,lymphocyte,cell-cytokine
1603,TNFSF9,dendritic cell,cell-cytokine
1604,TNFSF9,regulatory T cell,cell-cytokine
1605,TNFSF9,neutrophil,cell-cytokine
1606,TNFSF9,T-helper 1 cell,cell-cytokine
1607,TNFSF9,neuronal stem cell,cell-cytokine
1608,TNF,macrophage,cell-cytokine
1609,TNF,monocyte,cell-cytokine
1610,TNF,T cell,cell-cytokine
1611,TNF,endothelial cell,cell-cytokine
1612,TNF,neutrophil,cell-cytokine
1613,TNF,microglial cell,cell-cytokine
1614,TNF,hepatocyte,cell-cytokine
1615,TNF,leukocyte,cell-cytokine
1616,TNF,mast cell,cell-cytokine
1617,TNF,lymphocyte,cell-cytokine
1618,TNF,fat cell,cell-cytokine
1619,TNF,fibroblast,cell-cytokine
1620,TNF,"CD4-positive, alpha-beta T cell",cell-cytokine
1621,TNF,alveolar macrophage,cell-cytokine
1622,TNF,neuron,cell-cytokine
1623,TNF,keratinocyte,cell-cytokine
1624,TNF,astrocyte,cell-cytokine
1625,TNF,osteoclast,cell-cytokine
1626,TNF,Kupffer cell,cell-cytokine
1627,TNF,B cell,cell-cytokine
1628,TNF,peritoneal macrophage,cell-cytokine
1629,TNF,dendritic cell,cell-cytokine
1630,TNF,epithelial cell,cell-cytokine
1631,TNF,natural killer cell,cell-cytokine
1632,TNF,"CD8-positive, alpha-beta T cell",cell-cytokine
1633,TNF,cardiac muscle cell,cell-cytokine
1634,TNF,eosinophil,cell-cytokine
1635,TNF,synovial cell,cell-cytokine
1636,TNF,chondrocyte,cell-cytokine
1637,TNF,osteoblast,cell-cytokine
1638,TNF,platelet,cell-cytokine
1639,TNF,endothelial cell of vascular tree,cell-cytokine
1640,TNF,mature microglial cell,cell-cytokine
1641,TNF,glial cell,cell-cytokine
1642,TNF,oligodendrocyte,cell-cytokine
1643,TNF,intestinal epithelial cell,cell-cytokine
1644,TNF,vein endothelial cell,cell-cytokine
1645,TNF,embryonic stem cell,cell-cytokine
1646,TNF,stromal cell,cell-cytokine
1647,TNF,granulocyte,cell-cytokine
1648,TNF,thymocyte,cell-cytokine
1649,TNF,aortic endothelial cell,cell-cytokine
1650,TNF,mature neutrophil,cell-cytokine
1651,TNF,respiratory epithelial cell,cell-cytokine
1652,TNF,muscle cell,cell-cytokine
1653,TNF,preadipocyte,cell-cytokine
1654,TNF,enterocyte,cell-cytokine
1655,TNF,myeloid cell,cell-cytokine
1656,TNF,myoblast,cell-cytokine
1657,TNF,vascular associated smooth muscle cell,cell-cytokine
1658,TNF,erythrocyte,cell-cytokine
1659,TNF,mononuclear phagocyte,cell-cytokine
1660,TNF,mesenchymal cell,cell-cytokine
1661,TNF,plasmacytoid dendritic cell,cell-cytokine
1662,TNF,alternatively activated macrophage,cell-cytokine
1663,TNF,glomerular visceral epithelial cell,cell-cytokine
1664,TNF,stem cell,cell-cytokine
1665,TNF,myelinating Schwann cell,cell-cytokine
1666,TNF,type B pancreatic cell,cell-cytokine
1667,TNF,inflammatory macrophage,cell-cytokine
1668,TNF,myotube,cell-cytokine
1669,TNF,trophoblast cell,cell-cytokine
1670,TNF,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
1671,TNF,mesangial cell,cell-cytokine
1672,TNF,conventional dendritic cell,cell-cytokine
1673,TNF,Langerhans cell,cell-cytokine
1674,TNF,epidermal cell,cell-cytokine
1675,TNF,type II pneumocyte,cell-cytokine
1676,TNF,splenic macrophage,cell-cytokine
1677,TNF,classical monocyte,cell-cytokine
1678,TNF,smooth muscle cell,cell-cytokine
1679,TNF,bronchial epithelial cell,cell-cytokine
1680,TNF,adult endothelial progenitor cell,cell-cytokine
1681,TNF,cytotoxic T cell,cell-cytokine
1682,TNF,epithelial cell of lung,cell-cytokine
1683,TNF,common lymphoid progenitor,cell-cytokine
1684,TNF,granulocyte monocyte progenitor cell,cell-cytokine
1685,TNF,myeloid dendritic cell,cell-cytokine
1686,TNF,gamma-delta T cell,cell-cytokine
1687,TNF,neural cell,cell-cytokine
1688,TNF,trichogen cell,cell-cytokine
1689,TNF,cementoblast,cell-cytokine
1690,TNF,melanocyte,cell-cytokine
1691,TNF,skeletal muscle cell,cell-cytokine
1692,TNF,hematopoietic stem cell,cell-cytokine
1693,TNF,smooth muscle myoblast,cell-cytokine
1694,TNF,dopaminergic neuron,cell-cytokine
1695,TNF,sperm,cell-cytokine
1696,TNF,granulosa cell,cell-cytokine
1697,TNF,"CD14-positive, CD16-positive monocyte",cell-cytokine
1698,TNF,T-helper 1 cell,cell-cytokine
1699,TNF,goblet cell,cell-cytokine
1700,TNF,retinal ganglion cell,cell-cytokine
1701,TNF,germ cell,cell-cytokine
1702,TNF,Leydig cell,cell-cytokine
1703,TNF,enucleate erythrocyte,cell-cytokine
1704,TNF,articular chondrocyte,cell-cytokine
1705,TNF,brown fat cell,cell-cytokine
1706,TNF,"CD8-positive, alpha-beta cytotoxic T cell",cell-cytokine
1707,TNF,Sertoli cell,cell-cytokine
1708,TNF,hippocampal neuron,cell-cytokine
1709,TNF,pneumocyte,cell-cytokine
1710,TNF,kidney cell,cell-cytokine
1711,TNF,regulatory T cell,cell-cytokine
1712,TNF,spermatocyte,cell-cytokine
1713,TNF,pancreatic acinar cell,cell-cytokine
1714,TNF,effector T cell,cell-cytokine
1715,TNF,M cell,cell-cytokine
1716,TNF,corneal epithelial cell,cell-cytokine
1717,TNF,granule cell,cell-cytokine
1718,TNF,T-helper 2 cell,cell-cytokine
1719,TNF,endothelial cell of lymphatic vessel,cell-cytokine
1720,TNF,subcutaneous fat cell,cell-cytokine
1721,TNF,regulatory B cell,cell-cytokine
1722,TNF,GABAergic neuron,cell-cytokine
1723,TNF,dental pulp cell,cell-cytokine
1724,TNF,pro-T cell,cell-cytokine
1725,TNF,mucus secreting cell,cell-cytokine
1726,TNF,paneth cell,cell-cytokine
1727,TNF,multinuclear osteoclast,cell-cytokine
1728,TNF,Purkinje cell,cell-cytokine
1729,TNF,mesothelial cell of pleura,cell-cytokine
1730,TNF,myometrial cell,cell-cytokine
1731,TNF,sensory neuron,cell-cytokine
1732,TNF,cerebellar granule cell,cell-cytokine
1733,TNF,gingival epithelial cell,cell-cytokine
1734,TNF,mature NK T cell,cell-cytokine
1735,TNF,motor neuron,cell-cytokine
1736,TNF,"CD4-positive, alpha-beta cytotoxic T cell",cell-cytokine
1737,TNF,B-2 B cell,cell-cytokine
1738,TNF,acinar cell of sebaceous gland,cell-cytokine
1739,TNF,T-helper 17 cell,cell-cytokine
1740,TNF,naive T cell,cell-cytokine
1741,TNF,cortical cell of adrenal gland,cell-cytokine
1742,TNF,myeloid suppressor cell,cell-cytokine
1743,TNF,fibrocyte,cell-cytokine
1744,TNF,pericyte cell,cell-cytokine
1745,TNF,plasma cell,cell-cytokine
1746,TNF,CD1c-positive myeloid dendritic cell,cell-cytokine
1747,TNFSF15,T cell,cell-cytokine
1748,TNFSF15,"CD4-positive, alpha-beta T cell",cell-cytokine
1749,TNFSF15,"CD8-positive, alpha-beta T cell",cell-cytokine
1750,TNFSF15,induced T-regulatory cell,cell-cytokine
1751,TNFSF15,natural killer cell,cell-cytokine
1752,TNFSF15,endothelial cell,cell-cytokine
1753,TNFSF15,T-helper 1 cell,cell-cytokine
1754,TNFSF15,synovial cell,cell-cytokine
1755,TNFSF15,B cell,cell-cytokine
1756,TNFSF15,macrophage,cell-cytokine
1757,TNFSF15,effector T cell,cell-cytokine
1758,TNFSF15,endothelial cell of vascular tree,cell-cytokine
1759,TNFSF15,leukocyte,cell-cytokine
1760,TNFSF15,T-helper 9 cell,cell-cytokine
1761,TNFSF13,T cell,cell-cytokine
1762,TNFSF13,B cell,cell-cytokine
1763,TNFSF14,promyelocyte,cell-cytokine
1764,TNFSF14,macrophage,cell-cytokine
1765,TNFSF14,T cell,cell-cytokine
1766,TNFSF14,neutrophil,cell-cytokine
1767,LTA,T cell,cell-cytokine
1768,LTA,lymphocyte,cell-cytokine
1769,LTA,B cell,cell-cytokine
1770,LTA,stromal cell,cell-cytokine
