,cytokine,cell,source
2347,CXCL8,"CD4-positive, alpha-beta T cell",cell-cytokine
2348,CXCL8,pneumocyte,cell-cytokine
2349,CXCL8,stem cell,cell-cytokine
2350,CXCL8,mesothelial cell,cell-cytokine
2351,CXCL8,myeloid cell,cell-cytokine
2352,CXCL8,basophil,cell-cytokine
2353,CXCL8,fat cell,cell-cytokine
2354,CXCL8,erythrocyte,cell-cytokine
2355,CXCL8,endothelial cell of lymphatic vessel,cell-cytokine
2356,CXCL8,epidermal cell,cell-cytokine
2357,CXCL8,embryonic stem cell,cell-cytokine
2358,CXCL8,urothelial cell,cell-cytokine
2359,CXCL8,microglial cell,cell-cytokine
2360,CXCL8,T-helper 17 cell,cell-cytokine
2361,CXCL8,retinal pigment epithelial cell,cell-cytokine
2362,CXCL8,dendritic cell,cell-cytokine
2363,CXCL8,trophoblast cell,cell-cytokine
2364,CXCL8,articular chondrocyte,cell-cytokine
2365,CXCL8,pancreatic stellate cell,cell-cytokine
2366,CXCL8,mature natural killer cell,cell-cytokine
2367,CXCL8,"CD4-positive, alpha-beta intraepithelial T cell",cell-cytokine
2368,CXCL8,keratocyte,cell-cytokine
2369,CXCL8,pleural macrophage,cell-cytokine
2370,CXCL8,"CD8-positive, alpha-beta T cell",cell-cytokine
2371,CXCL8,myoblast,cell-cytokine
2372,CXCL8,synovial cell,cell-cytokine
2373,CXCL8,melanocyte,cell-cytokine
2374,CXCL8,large luteal cell,cell-cytokine
2375,IL23A,T-helper 17 cell,cell-cytokine
2376,IL23A,neutrophil,cell-cytokine
2377,IL36RN,keratinocyte,cell-cytokine
2378,IL1F10,macrophage,cell-cytokine
2379,IL7,T cell,cell-cytokine
2380,IL7,B cell,cell-cytokine
2381,IL7,precursor B cell,cell-cytokine
2382,IL7,stromal cell,cell-cytokine
2383,IL7,"CD4-positive, alpha-beta T cell",cell-cytokine
2384,IL7,lymphocyte,cell-cytokine
2385,IL7,"CD8-positive, alpha-beta T cell",cell-cytokine
2386,IL7,thymocyte,cell-cytokine
2387,IL7,keratinocyte,cell-cytokine
2388,IL7,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
2389,IL7,naive T cell,cell-cytokine
2390,IL7,mature T cell,cell-cytokine
2391,IL7,leukocyte,cell-cytokine
2392,IL7,"CD8-positive, alpha-beta memory T cell",cell-cytokine
2393,IL7,natural killer cell,cell-cytokine
2394,IL7,epithelial cell of thymus,cell-cytokine
2395,IL7,pro-B cell,cell-cytokine
2396,IL7,stem cell,cell-cytokine
2397,IL7,gamma-delta T cell,cell-cytokine
2398,IL7,T-helper 1 cell,cell-cytokine
2399,IL7,chondrocyte,cell-cytokine
2400,IL7,fibroblast,cell-cytokine
2401,IL7,double negative thymocyte,cell-cytokine
2402,IL7,intestinal epithelial cell,cell-cytokine
2403,IL7,memory T cell,cell-cytokine
2404,IL7,neuron,cell-cytokine
2405,IL7,articular chondrocyte,cell-cytokine
2406,IL7,bladder cell,cell-cytokine
2407,IL7,ameloblast,cell-cytokine
2408,IL7,cortical thymic epithelial cell,cell-cytokine
2409,IL7,mesenchymal cell,cell-cytokine
2410,IL7,macrophage,cell-cytokine
2411,IL7,T-helper 17 cell,cell-cytokine
2412,IL7,mature NK T cell,cell-cytokine
2413,IL7,"CD22-positive, CD38-low small pre-B cell",cell-cytokine
2414,IL7,"CD4-positive, alpha-beta intraepithelial T cell",cell-cytokine
2415,IL7,regulatory T cell,cell-cytokine
2416,IL7,endothelial cell,cell-cytokine
2417,IL7,enterocyte,cell-cytokine
2418,IL7,peritoneal macrophage,cell-cytokine
2419,IL7,fetal thymocyte,cell-cytokine
2420,IL7,smooth muscle myoblast,cell-cytokine
2421,IL7,epithelial cell,cell-cytokine
2422,IL7,"CD4-positive, alpha-beta memory T cell",cell-cytokine
2423,IL7,oocyte,cell-cytokine
2424,IL7,"CD8-positive, alpha-beta cytotoxic T cell",cell-cytokine
2425,IL7,DN4 thymocyte,cell-cytokine
2426,IL7,endothelial cell of lymphatic vessel,cell-cytokine
2427,IL7,short term hematopoietic stem cell,cell-cytokine
2428,IL7,osteoblast,cell-cytokine
2429,IL7,"double-positive, alpha-beta thymocyte",cell-cytokine
2430,IL20,endothelial cell,cell-cytokine
2431,IL20,T-helper 2 cell,cell-cytokine
2432,IL20,keratinocyte,cell-cytokine
2433,IL20,"CD8-positive, alpha-beta T cell",cell-cytokine
2434,IL20,osteoclast,cell-cytokine
2435,IL3,basophil,cell-cytokine
2436,IL3,mast cell,cell-cytokine
2437,IL3,T cell,cell-cytokine
2438,IL3,stem cell,cell-cytokine
2439,IL3,megakaryocyte,cell-cytokine
2440,IL3,platelet,cell-cytokine
2441,IL3,bone marrow cell,cell-cytokine
2442,IL3,granulocyte monocyte progenitor cell,cell-cytokine
2443,IL3,neutrophil,cell-cytokine
2444,IL3,erythroid progenitor cell,cell-cytokine
2445,IL3,hematopoietic stem cell,cell-cytokine
2446,IL3,osteoclast,cell-cytokine
2447,IL3,leukocyte,cell-cytokine
2448,IL3,eosinophil,cell-cytokine
2449,IL3,common myeloid progenitor,cell-cytokine
2450,IL3,lymphocyte,cell-cytokine
2451,IL3,macrophage,cell-cytokine
2452,IL3,keratinocyte,cell-cytokine
2453,IL3,T-helper 2 cell,cell-cytokine
2454,IL3,precursor B cell,cell-cytokine
2455,IL3,endothelial cell,cell-cytokine
2456,IL3,natural killer cell,cell-cytokine
2457,IL3,"CD4-positive, alpha-beta T cell",cell-cytokine
2458,IL3,B cell,cell-cytokine
2459,IL3,monocyte,cell-cytokine
2460,IL3,megakaryocyte progenitor cell,cell-cytokine
2461,IL3,"CD8-positive, alpha-beta T cell",cell-cytokine
2462,IL3,neuron,cell-cytokine
2463,IL3,blood cell,cell-cytokine
2464,IL3,megakaryocyte-erythroid progenitor cell,cell-cytokine
2465,IL3,osteoblast,cell-cytokine
2466,IL3,myeloid lineage restricted progenitor cell,cell-cytokine
2467,IL3,dendritic cell,cell-cytokine
2468,IL3,motor neuron,cell-cytokine
2469,IL3,pluripotent stem cell,cell-cytokine
2470,IL3,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
2471,IL3,mesenchymal cell,cell-cytokine
2472,IL3,microglial cell,cell-cytokine
2473,IL3,chondrocyte,cell-cytokine
2474,IFNL3,natural killer cell,cell-cytokine
2475,IFNL3,macrophage,cell-cytokine
2476,IFNL3,T cell,cell-cytokine
2477,IFNL3,hepatocyte,cell-cytokine
2478,IFNL3,leukocyte,cell-cytokine
2479,IFNL3,B cell,cell-cytokine
2480,IFNL3,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
2481,IFNL3,regulatory T cell,cell-cytokine
2482,IL17F,T cell,cell-cytokine
2483,IL17F,T-helper 17 cell,cell-cytokine
2484,IL17F,keratinocyte,cell-cytokine
2485,IL17F,professional antigen presenting cell,cell-cytokine
2486,IL17F,osteoblast,cell-cytokine
2487,IL17F,"CD4-positive, alpha-beta T cell",cell-cytokine
2488,IL17F,neutrophil,cell-cytokine
2489,IL17F,endothelial cell,cell-cytokine
2490,IL17F,endothelial cell of vascular tree,cell-cytokine
2491,IL33,eosinophil,cell-cytokine
2492,IL33,mast cell,cell-cytokine
2493,IL33,T-helper 2 cell,cell-cytokine
2494,IL33,epithelial cell,cell-cytokine
2495,IL33,"CD8-positive, alpha-beta T cell",cell-cytokine
2496,IL33,macrophage,cell-cytokine
2497,IL33,T cell,cell-cytokine
2498,IL33,neutrophil,cell-cytokine
2499,IL33,osteoclast,cell-cytokine
2500,IL33,endothelial cell,cell-cytokine
2501,IL33,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
2502,IL33,goblet cell,cell-cytokine
2503,IL33,astrocyte,cell-cytokine
2504,IL33,natural killer cell,cell-cytokine
2505,IL33,myeloid cell,cell-cytokine
2506,IL33,fibroblast,cell-cytokine
2507,IL33,microglial cell,cell-cytokine
2508,IL33,fat cell,cell-cytokine
2509,IL33,cardiac muscle cell,cell-cytokine
2510,IL33,leukocyte,cell-cytokine
2511,IL33,lymphocyte,cell-cytokine
2512,IL33,dendritic cell,cell-cytokine
2513,IL33,basophil,cell-cytokine
2514,IL33,glial cell,cell-cytokine
2515,IL33,alveolar macrophage,cell-cytokine
2516,IL33,multinuclear osteoclast,cell-cytokine
2517,IL33,stromal cell,cell-cytokine
2518,IL33,nuocyte,cell-cytokine
2519,IL33,mature microglial cell,cell-cytokine
2520,IL33,fibrocyte,cell-cytokine
2521,IL33,muscle cell,cell-cytokine
2522,IL33,melanocyte,cell-cytokine
2523,IL33,erythroid progenitor cell,cell-cytokine
2524,IL33,hair follicle melanocyte,cell-cytokine
2525,IL33,helper T cell,cell-cytokine
2526,IL33,"CD4-positive, alpha-beta T cell",cell-cytokine
2527,IL33,B-1 B cell,cell-cytokine
2528,IL33,osteoblast,cell-cytokine
2529,IL33,cholangiocyte,cell-cytokine
2530,IL33,alternatively activated macrophage,cell-cytokine
2531,IL1RN,monocyte,cell-cytokine
2532,IL1RN,macrophage,cell-cytokine
2533,IL1RN,neutrophil,cell-cytokine
2534,IL1RN,mature neutrophil,cell-cytokine
2535,IL1RN,hepatocyte,cell-cytokine
2536,IL1RN,neuron,cell-cytokine
2537,IL1RN,keratinocyte,cell-cytokine
2538,IL1RN,leukocyte,cell-cytokine
2539,IL1RN,T-helper 17 cell,cell-cytokine
2540,IL1RN,mononuclear phagocyte,cell-cytokine
2541,IL1RN,T cell,cell-cytokine
2542,IL1RN,B cell,cell-cytokine
2543,IL1RN,"CD4-positive, alpha-beta T cell",cell-cytokine
2544,IL1RN,fibroblast,cell-cytokine
2545,IL1RN,thymocyte,cell-cytokine
2546,IL1RN,microglial cell,cell-cytokine
2547,IL1RN,neuron of cerebral cortex,cell-cytokine
2548,IL1RN,muscle cell,cell-cytokine
2549,IL1RN,classical monocyte,cell-cytokine
2550,IL1RN,pericyte cell,cell-cytokine
2551,IL1RN,cardiac muscle cell,cell-cytokine
2552,IL1RN,T-helper 1 cell,cell-cytokine
2553,IL1RN,trophoblast cell,cell-cytokine
2554,IL1RN,M cell,cell-cytokine
2555,IL1RN,dendritic epidermal T cell,cell-cytokine
2556,IL1RN,articular chondrocyte,cell-cytokine
2557,IL1RN,epithelial cell,cell-cytokine
2558,IL1RN,myelinating Schwann cell,cell-cytokine
2559,IL1RN,Sertoli cell,cell-cytokine
2560,IL1RN,mast cell,cell-cytokine
2561,IL1RN,pneumocyte,cell-cytokine
2562,IL36G,keratinocyte,cell-cytokine
2563,IL2,T cell,cell-cytokine
2564,IL2,lymphocyte,cell-cytokine
2565,IL2,natural killer cell,cell-cytokine
2566,IL2,"CD4-positive, alpha-beta T cell",cell-cytokine
2567,IL2,B cell,cell-cytokine
2568,IL2,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
2569,IL2,mature natural killer cell,cell-cytokine
2570,IL2,"CD8-positive, alpha-beta T cell",cell-cytokine
2571,IL2,thymocyte,cell-cytokine
2572,IL2,monocyte,cell-cytokine
2573,IL2,cytotoxic T cell,cell-cytokine
2574,IL2,helper T cell,cell-cytokine
2575,IL2,dendritic cell,cell-cytokine
2576,IL2,T-helper 1 cell,cell-cytokine
2577,IL2,naive T cell,cell-cytokine
2578,IL2,leukocyte,cell-cytokine
2579,IL2,regulatory T cell,cell-cytokine
2580,IL2,fibroblast,cell-cytokine
2581,IL2,eosinophil,cell-cytokine
2582,IL2,gamma-delta T cell,cell-cytokine
2583,IL2,neutrophil,cell-cytokine
2584,IL2,effector T cell,cell-cytokine
2585,IL2,macrophage,cell-cytokine
2586,IL2,bone marrow cell,cell-cytokine
2587,IL2,T-helper 2 cell,cell-cytokine
2588,IL2,mast cell,cell-cytokine
2589,IL2,mature NK T cell,cell-cytokine
2590,IL2,platelet,cell-cytokine
2591,IL2,"CD8-positive, alpha-beta cytotoxic T cell",cell-cytokine
2592,IL2,induced T-regulatory cell,cell-cytokine
2593,IL2,erythrocyte,cell-cytokine
2594,IL2,fetal thymocyte,cell-cytokine
2595,IL2,oocyte,cell-cytokine
2596,IL2,CD4-positive helper T cell,cell-cytokine
2597,IL2,neuron,cell-cytokine
2598,IL2,granulocyte monocyte progenitor cell,cell-cytokine
2599,IL2,keratinocyte,cell-cytokine
2600,IL2,endothelial cell,cell-cytokine
2601,IL2,hippocampal neuron,cell-cytokine
2602,IL2,T-helper 17 cell,cell-cytokine
2603,IL2,stem cell,cell-cytokine
2604,IL2,memory T cell,cell-cytokine
2605,IL2,naive B cell,cell-cytokine
2606,IL2,myeloid cell,cell-cytokine
2607,IL2,hematopoietic stem cell,cell-cytokine
2608,IL2,blood cell,cell-cytokine
2609,IL2,"CD4-positive, alpha-beta memory T cell",cell-cytokine
2610,IL2,mesothelial cell,cell-cytokine
2611,IL2,glomerular visceral epithelial cell,cell-cytokine
2612,IL2,"naive thymus-derived CD4-positive, alpha-beta T cell",cell-cytokine
2613,IL2,pyramidal cell,cell-cytokine
2614,IL2,double negative thymocyte,cell-cytokine
2615,IL2,CD103-positive dendritic cell,cell-cytokine
2616,IL2,microglial cell,cell-cytokine
2617,IL2,memory B cell,cell-cytokine
2618,IL2,decidual natural killer cell,cell-cytokine
2619,IL2,basophil progenitor cell,cell-cytokine
2620,IL2,type B pancreatic cell,cell-cytokine
2621,IL2,natural T-regulatory cell,cell-cytokine
2622,IL2,T follicular helper cell,cell-cytokine
2623,IL6,macrophage,cell-cytokine
2624,IL6,monocyte,cell-cytokine
2625,IL6,fibroblast,cell-cytokine
2626,IL6,T cell,cell-cytokine
2627,IL6,B cell,cell-cytokine
2628,IL6,endothelial cell,cell-cytokine
2629,IL6,osteoblast,cell-cytokine
2630,IL6,lymphocyte,cell-cytokine
2631,IL6,leukocyte,cell-cytokine
2632,IL6,neutrophil,cell-cytokine
2633,IL6,hepatocyte,cell-cytokine
2634,IL6,keratinocyte,cell-cytokine
2635,IL6,platelet,cell-cytokine
2636,IL6,osteoclast,cell-cytokine
2637,IL6,fat cell,cell-cytokine
2638,IL6,astrocyte,cell-cytokine
2639,IL6,mast cell,cell-cytokine
2640,IL6,stromal cell,cell-cytokine
2641,IL6,"CD4-positive, alpha-beta T cell",cell-cytokine
2642,IL6,neuron,cell-cytokine
2643,IL6,mesenchymal cell,cell-cytokine
2644,IL6,plasma cell,cell-cytokine
2645,IL6,chondrocyte,cell-cytokine
2646,IL6,megakaryocyte,cell-cytokine
2647,IL6,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
2648,IL6,epithelial cell,cell-cytokine
2649,IL6,Kupffer cell,cell-cytokine
2650,IL6,microglial cell,cell-cytokine
2651,IL6,oocyte,cell-cytokine
2652,IL6,bone marrow cell,cell-cytokine
2653,IL6,muscle cell,cell-cytokine
2654,IL6,peritoneal macrophage,cell-cytokine
2655,IL6,eosinophil,cell-cytokine
2656,IL6,T-helper 17 cell,cell-cytokine
2657,IL6,cardiac muscle cell,cell-cytokine
2658,IL6,mesangial cell,cell-cytokine
2659,IL6,myeloid cell,cell-cytokine
2660,IL6,erythrocyte,cell-cytokine
2661,IL6,enterocyte,cell-cytokine
2662,IL6,thymocyte,cell-cytokine
2663,IL6,sperm,cell-cytokine
2664,IL6,splenic macrophage,cell-cytokine
2665,IL6,glomerular visceral epithelial cell,cell-cytokine
2666,IL6,stem cell,cell-cytokine
2667,IL6,smooth muscle cell,cell-cytokine
2668,IL6,natural killer cell,cell-cytokine
2669,IL6,professional antigen presenting cell,cell-cytokine
2670,IL6,T-helper 2 cell,cell-cytokine
2671,IL6,granulocyte monocyte progenitor cell,cell-cytokine
2672,IL6,alternatively activated macrophage,cell-cytokine
2673,IL6,preadipocyte,cell-cytokine
2674,IL6,Sertoli cell,cell-cytokine
2675,IL6,dendritic cell,cell-cytokine
2676,IL6,myoblast,cell-cytokine
2677,IL6,T-helper 1 cell,cell-cytokine
2678,IL6,"CD8-positive, alpha-beta T cell",cell-cytokine
2679,IL6,hematopoietic stem cell,cell-cytokine
2680,IL6,cholangiocyte,cell-cytokine
2681,IL6,mammary epithelial cell,cell-cytokine
2682,IL6,pericyte cell,cell-cytokine
2683,IL6,granulosa cell,cell-cytokine
2684,IL6,folliculostellate cell,cell-cytokine
2685,IL6,endothelial cell of vascular tree,cell-cytokine
2686,IL6,myeloid dendritic cell,cell-cytokine
2687,IL6,plasmablast,cell-cytokine
2688,IL6,hippocampal neuron,cell-cytokine
2689,IL6,follicular dendritic cell,cell-cytokine
2690,IL6,oligodendrocyte,cell-cytokine
2691,IL6,motor neuron,cell-cytokine
2692,IL6,bone cell,cell-cytokine
2693,IL6,regulatory T cell,cell-cytokine
2694,IL6,sensory neuron,cell-cytokine
2695,IL6,smooth muscle myoblast,cell-cytokine
2696,IL6,endocrine cell,cell-cytokine
2697,IL6,B-1 B cell,cell-cytokine
2698,IL6,cardiac fibroblast,cell-cytokine
2699,IL6,T follicular helper cell,cell-cytokine
2700,IL6,mesothelial cell,cell-cytokine
2701,IL6,reticulocyte,cell-cytokine
2702,IL6,neural cell,cell-cytokine
2703,IL6,retinal cell,cell-cytokine
2704,IL6,cap cell,cell-cytokine
2705,IL6,"CD4-positive, alpha-beta intraepithelial T cell",cell-cytokine
2706,IL6,osteocyte,cell-cytokine
2707,IL6,melanocyte,cell-cytokine
2708,IL6,megakaryocyte progenitor cell,cell-cytokine
2709,IL6,myelinating Schwann cell,cell-cytokine
2710,IL6,glial cell,cell-cytokine
2711,IL6,"CD14-positive, CD16-positive monocyte",cell-cytokine
2712,IL6,induced T-regulatory cell,cell-cytokine
2713,IL6,magnocellular neurosecretory cell,cell-cytokine
2714,IL6,helper T cell,cell-cytokine
2715,IL6,CD4-positive helper T cell,cell-cytokine
2716,IL6,granulocyte,cell-cytokine
2717,IL6,mature neutrophil,cell-cytokine
2718,IL6,hematopoietic multipotent progenitor cell,cell-cytokine
2719,IL6,PP cell,cell-cytokine
2720,IL6,corneal epithelial cell,cell-cytokine
2721,IL6,adult endothelial progenitor cell,cell-cytokine
2722,IL6,endothelial cell of lymphatic vessel,cell-cytokine
2723,IL6,mature astrocyte,cell-cytokine
2724,IL6,neuroendocrine cell,cell-cytokine
2725,IL6,T-helper 22 cell,cell-cytokine
2726,IL6,myotube,cell-cytokine
2727,IL6,embryonic stem cell,cell-cytokine
2728,IL6,male germ cell,cell-cytokine
2729,IL6,multi fate stem cell,cell-cytokine
2730,IL6,parietal cell,cell-cytokine
2731,IL6,pneumocyte,cell-cytokine
2732,IL6,cementoblast,cell-cytokine
2733,IL6,effector T cell,cell-cytokine
2734,IL6,spermatocyte,cell-cytokine
2735,IL6,trophoblast cell,cell-cytokine
2736,IL6,bladder cell,cell-cytokine
2737,IL6,pluripotent stem cell,cell-cytokine
2738,IL6,epithelial cell of prostate,cell-cytokine
2739,IL6,neuronal stem cell,cell-cytokine
2740,IL6,granule cell,cell-cytokine
2741,IL6,Langerhans cell,cell-cytokine
2742,IL6,keratocyte,cell-cytokine
2743,IL6,aortic endothelial cell,cell-cytokine
2744,IL6,intestinal epithelial cell,cell-cytokine
2745,IL6,basal cell,cell-cytokine
2746,IL6,germinal center B cell,cell-cytokine
2747,IL6,mature microglial cell,cell-cytokine
2748,IL6,pancreatic ductal cell,cell-cytokine
2749,LECT2,hepatocyte,cell-cytokine
2750,LECT2,macrophage,cell-cytokine
2751,LECT2,endothelial cell,cell-cytokine
2752,LECT2,neuron,cell-cytokine
2753,LECT2,monocyte,cell-cytokine
2754,LECT2,leukocyte,cell-cytokine
13,IFNA,leukocyte,cell-cytokine+
17,IL1,monocyte,cell-cytokine+
23,IL17,T cell,cell-cytokine+
25,IL1,macrophage,cell-cytokine+
35,TGFB,fibroblast,cell-cytokine+
45,IL12,T cell,cell-cytokine+
47,IL12,macrophage,cell-cytokine+
52,IFNA,plasmacytoid dendritic cell,cell-cytokine+
54,IL17,T-helper 17 cell,cell-cytokine+
56,IL17,"CD4-positive, alpha-beta T cell",cell-cytokine+
57,TGFB,T cell,cell-cytokine+
67,IL12,dendritic cell,cell-cytokine+
69,IL1,thymocyte,cell-cytokine+
71,IL12,monocyte,cell-cytokine+
76,IL12,natural killer cell,cell-cytokine+
81,IL1,T cell,cell-cytokine+
86,TGFB,epithelial cell,cell-cytokine+
89,TGFB,macrophage,cell-cytokine+
91,TGFB,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine+
102,IFNA,T cell,cell-cytokine+
108,IFN1,plasmacytoid dendritic cell,cell-cytokine+
125,IL12,"CD4-positive, alpha-beta T cell",cell-cytokine+
136,TGFB,hepatocyte,cell-cytokine+
139,IL1,B cell,cell-cytokine+
143,TGFB,platelet,cell-cytokine+
151,TGFB,chondrocyte,cell-cytokine+
154,IL1,keratinocyte,cell-cytokine+
158,IL1,endothelial cell,cell-cytokine+
160,TGFB,B cell,cell-cytokine+
163,IL17,helper T cell,cell-cytokine+
166,TGFB,keratinocyte,cell-cytokine+
169,IL17,neutrophil,cell-cytokine+
173,IL17,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine+
175,IFNA,dendritic cell,cell-cytokine+
184,IFNA,monocyte,cell-cytokine+
192,IL1,peritoneal macrophage,cell-cytokine+
194,IL1,chondrocyte,cell-cytokine+
195,IL1,neutrophil,cell-cytokine+
206,Monocyte-CSF,granulocyte,cell-cytokine+
216,TGFB,mesenchymal cell,cell-cytokine+
222,IFN1,macrophage,cell-cytokine+
241,IL17,T-helper 1 cell,cell-cytokine+
247,IL1,fibroblast,cell-cytokine+
256,TGFB,monocyte,cell-cytokine+
261,IL17,"CD8-positive, alpha-beta T cell",cell-cytokine+
264,IL1,leukocyte,cell-cytokine+
265,TGFB,lymphocyte,cell-cytokine+
270,IFNA,macrophage,cell-cytokine+
280,TGFB,astrocyte,cell-cytokine+
290,IL1,epithelial cell,cell-cytokine+
291,IL12,professional antigen presenting cell,cell-cytokine+
295,IL12,B cell,cell-cytokine+
298,TGFB,leukocyte,cell-cytokine+
300,TGFB,stromal cell,cell-cytokine+
313,IL17,lymphocyte,cell-cytokine+
315,TGFB,natural killer cell,cell-cytokine+
316,TGFB,mesangial cell,cell-cytokine+
323,TGFB,oocyte,cell-cytokine+
342,TGFB,eosinophil,cell-cytokine+
344,IFNA,lymphocyte,cell-cytokine+
360,IL16,T cell,cell-cytokine+
376,IFNA,fibroblast,cell-cytokine+
378,IL1,mature microglial cell,cell-cytokine+
385,IL35,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine+
387,TGFB,"CD8-positive, alpha-beta T cell",cell-cytokine+
409,IL1,neuron,cell-cytokine+
411,TGFB,muscle cell,cell-cytokine+
414,IFN1,dendritic cell,cell-cytokine+
422,TGFB,induced T-regulatory cell,cell-cytokine+
423,TGFB,glomerular visceral epithelial cell,cell-cytokine+
424,IFNA,neutrophil,cell-cytokine+
427,IL17,leukocyte,cell-cytokine+
430,IL1,stromal cell,cell-cytokine+
443,TGFB,T-helper 1 cell,cell-cytokine+
445,IL23,macrophage,cell-cytokine+
451,TGFB,microglial cell,cell-cytokine+
459,IL1,osteoclast,cell-cytokine+
461,IFN1,B cell,cell-cytokine+
463,IL17,effector T cell,cell-cytokine+
475,IL1,eosinophil,cell-cytokine+
480,IFN1,leukocyte,cell-cytokine+
485,IL17,gamma-delta T cell,cell-cytokine+
491,TGFB,acinar cell,cell-cytokine+
492,CCL6,epithelial cell of lung,cell-cytokine+
495,IL12,microglial cell,cell-cytokine+
502,IL35,regulatory T cell,cell-cytokine+
503,IL23,monocyte,cell-cytokine+
504,IL1,astrocyte,cell-cytokine+
507,CCL6,T cell,cell-cytokine+
509,TGFB,mast cell,cell-cytokine+
523,TGFB,regulatory T cell,cell-cytokine+
527,IL17,astrocyte,cell-cytokine+
528,IL12,mature neutrophil,cell-cytokine+
529,IL1,synovial cell,cell-cytokine+
534,IL1,mononuclear phagocyte,cell-cytokine+
537,IL12,peritoneal macrophage,cell-cytokine+
538,TGFB,thymocyte,cell-cytokine+
539,IL12,plasmacytoid dendritic cell,cell-cytokine+
542,IL16,"CD4-positive, alpha-beta T cell",cell-cytokine+
544,CCL6,lymphocyte,cell-cytokine+
545,TGFB,cortical cell of adrenal gland,cell-cytokine+
567,IL17,regulatory T cell,cell-cytokine+
586,IL12,myeloid dendritic cell,cell-cytokine+
604,IFN1,monocyte,cell-cytokine+
609,TGFB,glomerular mesangial cell,cell-cytokine+
615,IL1,epithelial cell of thymus,cell-cytokine+
628,TGFB2,glial cell,cell-cytokine+
631,IL23,microglial cell,cell-cytokine+
645,PDGF,endothelial cell,cell-cytokine+
647,TGFB,regulatory B cell,cell-cytokine+
670,IFNA,bone marrow cell,cell-cytokine+
678,IL1,Sertoli cell,cell-cytokine+
690,IL16,eosinophil,cell-cytokine+
695,CCL6,microglial cell,cell-cytokine+
697,IL1,hepatocyte,cell-cytokine+
700,IL16,bronchial epithelial cell,cell-cytokine+
701,IL1,Leydig cell,cell-cytokine+
710,TGFB,neuronal stem cell,cell-cytokine+
712,IL12,bone marrow macrophage,cell-cytokine+
713,IL1,sperm,cell-cytokine+
715,IL12,alveolar macrophage,cell-cytokine+
725,IFNA,epithelial cell,cell-cytokine+
729,TGFB,zygote,cell-cytokine+
735,IL12,memory B cell,cell-cytokine+
737,CCL6,fat cell,cell-cytokine+
743,IL23,lymphocyte,cell-cytokine+
747,IL17,glial cell,cell-cytokine+
763,IL12,epidermal cell,cell-cytokine+
768,CCL6,neuron,cell-cytokine+
773,IFN1,promyelocyte,cell-cytokine+
777,IL1,Kupffer cell,cell-cytokine+
779,IFNA,mature natural killer cell,cell-cytokine+
784,IL1,smooth muscle cell,cell-cytokine+
789,TGFB2,T-helper 2 cell,cell-cytokine+
794,IFNA,thymic plasmacytoid dendritic cell,cell-cytokine+
798,EGF,granulosa cell,cell-cytokine+
804,IL32,B cell,cell-cytokine+
807,IL17,microglial cell,cell-cytokine+
812,CCL6,type II pneumocyte,cell-cytokine+
815,IL17,natural killer cell,cell-cytokine+
817,IL16,pneumocyte,cell-cytokine+
820,TGF,Sertoli cell,cell-cytokine+
823,IL1,cumulus cell,cell-cytokine+
870,IL1,mesothelial cell of peritoneum,cell-cytokine+
873,IL1,vascular associated smooth muscle cell,cell-cytokine+
883,IL17,hepatocyte,cell-cytokine+
890,CCL23,eosinophil,cell-cytokine+
892,CCL9,macrophage,cell-cytokine+
893,TGFB2,"double-positive, alpha-beta thymocyte",cell-cytokine+
899,IL1,regulatory T cell,cell-cytokine+
902,IL23,"CD4-positive, alpha-beta T cell",cell-cytokine+
914,TGFB,articular chondrocyte,cell-cytokine+
916,IL17,hematopoietic stem cell,cell-cytokine+
921,IL1,type B pancreatic cell,cell-cytokine+
929,IL17,mature NK T cell,cell-cytokine+
932,TGFB,megakaryocyte progenitor cell,cell-cytokine+
27,IL12,T-helper 1 cell,cytokine-cell+
71,IFNA,natural killer cell,cytokine-cell+
111,PDGF,fibroblast,cytokine-cell+
117,TGFB,osteoblast,cytokine-cell+
124,IL12,"CD8-positive, alpha-beta T cell",cytokine-cell+
154,TGFB,osteoclast,cytokine-cell+
189,IFNA,B cell,cytokine-cell+
192,EGF,fibroblast,cytokine-cell+
208,IL1,lymphocyte,cytokine-cell+
225,PDGF,platelet,cytokine-cell+
241,IL12,lymphocyte,cytokine-cell+
291,TGFB,endothelial cell,cytokine-cell+
295,EGF,epithelial cell,cytokine-cell+
301,PDGF,smooth muscle cell,cytokine-cell+
307,TGFB,keratocyte,cytokine-cell+
311,TGFB,smooth muscle cell,cytokine-cell+
318,IL12,mature NK T cell,cytokine-cell+
329,TGFB,mammary epithelial cell,cytokine-cell+
331,IFN1,T cell,cytokine-cell+
